idx,db_id,question,gold_query,generated_raw,extracted_sql,score,reason
270,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products?,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT T3.Manager_name, T3.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID JOIN employee AS T3 ON T2.Employee_ID = T3.Employee_ID ORDER BY T1.Number_products DESC LIMIT 1","SELECT T3.Manager_name, T3.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID JOIN employee AS T3 ON T2.Employee_ID = T3.Employee_ID ORDER BY T1.Number_products DESC LIMIT 1",0.0,Falha ao executar a consulta gerada: no such column: T3.Manager_name
271,employee_hire_evaluation,find the minimum and maximum number of products of all stores.,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(Number_products), max(Number_products) FROM shop","SELECT min(Number_products), max(Number_products) FROM shop",1.0,Resultados idênticos (ordered=False).
272,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(Number_products), max(Number_products) FROM shop","SELECT min(Number_products), max(Number_products) FROM shop",1.0,Resultados idênticos (ordered=False).
273,employee_hire_evaluation,"Return the name, location and district of all shops in descending order of number of products.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","SELECT S.Name, S.Location, S.District FROM shop AS S ORDER BY S.Number_products DESC","SELECT S.Name, S.Location, S.District FROM shop AS S ORDER BY S.Number_products DESC",1.0,Resultados idênticos (ordered=True).
274,employee_hire_evaluation,"Sort all the shops by number products in descending order, and return the name, location and district of each shop.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","SELECT S.Name, S.Location, S.District FROM shop AS S ORDER BY S.Number_products DESC","SELECT S.Name, S.Location, S.District FROM shop AS S ORDER BY S.Number_products DESC",1.0,Resultados idênticos (ordered=True).
275,employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products.,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),SELECT S.Name FROM shop AS S WHERE S.Number_products > (SELECT AVG(Number_products) FROM shop),SELECT S.Name FROM shop AS S WHERE S.Number_products > (SELECT AVG(Number_products) FROM shop),1.0,Resultados idênticos (ordered=False).
276,employee_hire_evaluation,Which shops' number products is above the average? Give me the shop names.,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),SELECT S.Name FROM shop AS S WHERE S.Number_products > (SELECT AVG(Number_products) FROM shop) GROUP BY S.Name,SELECT S.Name FROM shop AS S WHERE S.Number_products > (SELECT AVG(Number_products) FROM shop) GROUP BY S.Name,1.0,Resultados idênticos (ordered=False).
277,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,SELECT E.Name FROM employee E JOIN evaluation EV ON E.Employee_ID = EV.Employee_ID GROUP BY E.Employee_ID ORDER BY COUNT(EV.Year_awarded) DESC LIMIT 1,SELECT E.Name FROM employee E JOIN evaluation EV ON E.Employee_ID = EV.Employee_ID GROUP BY E.Employee_ID ORDER BY COUNT(EV.Year_awarded) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
278,employee_hire_evaluation,Which employee received the most awards in evaluations? Give me the employee name.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,SELECT e.Name FROM employee e JOIN evaluation ev ON e.Employee_ID = ev.Employee_ID GROUP BY e.Employee_ID ORDER BY COUNT(ev.Year_awarded) DESC LIMIT 1,SELECT e.Name FROM employee e JOIN evaluation ev ON e.Employee_ID = ev.Employee_ID GROUP BY e.Employee_ID ORDER BY COUNT(ev.Year_awarded) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
279,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY T2.Bonus DESC LIMIT 1,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY T2.Bonus DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
280,employee_hire_evaluation,Which employee received the biggest bonus? Give me the employee name.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,SELECT T1.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY T1.Bonus DESC LIMIT 1;,SELECT T1.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY T1.Bonus DESC LIMIT 1,0.0,Falha ao executar a consulta gerada: no such column: T1.Name
281,employee_hire_evaluation,Find the names of employees who never won any award in the evaluation.,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT E.Name FROM employee E WHERE E.Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT E.Name FROM employee E WHERE E.Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),1.0,Resultados idênticos (ordered=False).
282,employee_hire_evaluation,What are the names of the employees who never received any evaluation?,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT E.Name FROM employee E WHERE E.Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT E.Name FROM employee E WHERE E.Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),1.0,Resultados idênticos (ordered=False).
283,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees?,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Employee_ID GROUP BY T2.Employee_ID ORDER BY COUNT(T2.Employee_ID) DESC LIMIT 1,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Employee_ID GROUP BY T2.Employee_ID ORDER BY COUNT(T2.Employee_ID) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
284,employee_hire_evaluation,Which shop has the most employees? Give me the shop name.,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,SELECT S.Name FROM shop S JOIN hiring H ON S.Shop_ID = H.Employee_ID GROUP BY S.Shop_ID ORDER BY COUNT(H.Employee_ID) DESC LIMIT 1,SELECT S.Name FROM shop S JOIN hiring H ON S.Shop_ID = H.Employee_ID GROUP BY S.Shop_ID ORDER BY COUNT(H.Employee_ID) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
285,employee_hire_evaluation,Find the name of the shops that do not hire any employee.,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Employee_ID FROM hiring),SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Employee_ID FROM hiring),0.0,"Resultados divergentes (ordered=False). gold=3 linhas, pred=2 linhas."
286,employee_hire_evaluation,Which shops run with no employees? Find the shop names,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),SELECT Name FROM shop WHERE Employee_ID IS NULL,SELECT Name FROM shop WHERE Employee_ID IS NULL,0.0,Falha ao executar a consulta gerada: no such column: Employee_ID
287,employee_hire_evaluation,Find the number of employees hired in each shop; show the shop name as well.,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT sh.Name, COUNT(h.Employee_ID) AS Number_of_Employees FROM shop sh JOIN hiring h ON sh.Shop_ID = h.Employee_ID GROUP BY sh.Shop_ID;","SELECT sh.Name, COUNT(h.Employee_ID) AS Number_of_Employees FROM shop sh JOIN hiring h ON sh.Shop_ID = h.Employee_ID GROUP BY sh.Shop_ID",0.0,"Resultados divergentes (ordered=False). gold=6 linhas, pred=7 linhas."
288,employee_hire_evaluation,"For each shop, return the number of employees working there and the name of the shop.","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT s.Name, COUNT(e.Employee_ID) AS Employee_Count FROM shop s JOIN hiring h ON s.Shop_ID = h.Employee_ID GROUP BY s.Shop_ID;","SELECT s.Name, COUNT(e.Employee_ID) AS Employee_Count FROM shop s JOIN hiring h ON s.Shop_ID = h.Employee_ID GROUP BY s.Shop_ID",0.0,Falha ao executar a consulta gerada: no such column: e.Employee_ID
289,employee_hire_evaluation,What is total bonus given in all evaluations?,SELECT sum(bonus) FROM evaluation,SELECT SUM(Bonus) FROM evaluation,SELECT SUM(Bonus) FROM evaluation,1.0,Resultados idênticos (ordered=False).
290,employee_hire_evaluation,Find the total amount of bonus given in all the evaluations.,SELECT sum(bonus) FROM evaluation,SELECT SUM(Bonus) FROM evaluation,SELECT SUM(Bonus) FROM evaluation,1.0,Resultados idênticos (ordered=False).
291,employee_hire_evaluation,Give me all the information about hiring.,SELECT * FROM hiring,"SELECT h.Employee_ID, e.Name, h.Start_from, h.Is_full_time FROM hiring AS h JOIN employee AS e ON h.Employee_ID = e.Employee_ID","SELECT h.Employee_ID, e.Name, h.Start_from, h.Is_full_time FROM hiring AS h JOIN employee AS e ON h.Employee_ID = e.Employee_ID",0.0,"Resultados divergentes (ordered=False). gold=7 linhas, pred=7 linhas."
292,employee_hire_evaluation,What is all the information about hiring?,SELECT * FROM hiring,"SELECT h.Employee_ID, e.Name, h.Start_from, h.Is_full_time FROM hiring AS h JOIN employee AS e ON h.Employee_ID = e.Employee_ID","SELECT h.Employee_ID, e.Name, h.Start_from, h.Is_full_time FROM hiring AS h JOIN employee AS e ON h.Employee_ID = e.Employee_ID",0.0,"Resultados divergentes (ordered=False). gold=7 linhas, pred=7 linhas."
293,employee_hire_evaluation,Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,SELECT h.District FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID WHERE s.Number_products < 3000 OR s.Number_products > 10000 GROUP BY h.District HAVING COUNT(DISTINCT s.Shop_ID) = 2,SELECT h.District FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID WHERE s.Number_products < 3000 OR s.Number_products > 10000 GROUP BY h.District HAVING COUNT(DISTINCT s.Shop_ID) = 2,0.0,Falha ao executar a consulta gerada: no such column: h.District
294,employee_hire_evaluation,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,SELECT DISTINCT h.District FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID WHERE s.Number_products < 3000 INTERSECT SELECT DISTINCT h.District FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID WHERE s.Number_products > 10000,SELECT DISTINCT h.District FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID WHERE s.Number_products < 3000 INTERSECT SELECT DISTINCT h.District FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID WHERE s.Number_products > 10000,0.0,Falha ao executar a consulta gerada: no such column: h.District
295,employee_hire_evaluation,How many different store locations are there?,SELECT count(DISTINCT LOCATION) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,1.0,Resultados idênticos (ordered=False).
296,employee_hire_evaluation,Count the number of distinct store locations.,SELECT count(DISTINCT LOCATION) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,1.0,Resultados idênticos (ordered=False).
297,cre_Doc_Template_Mgt,How many documents do we have?,SELECT count(*) FROM Documents,SELECT COUNT(*) FROM Documents,SELECT COUNT(*) FROM Documents,1.0,Resultados idênticos (ordered=False).
298,cre_Doc_Template_Mgt,Count the number of documents.,SELECT count(*) FROM Documents,SELECT COUNT(*) FROM Documents,SELECT COUNT(*) FROM Documents,1.0,Resultados idênticos (ordered=False).
299,cre_Doc_Template_Mgt,"List document IDs, document names, and document descriptions for all documents.","SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT Document_ID, Document_Name, Document_Description FROM Documents","SELECT Document_ID, Document_Name, Document_Description FROM Documents",1.0,Resultados idênticos (ordered=False).
300,cre_Doc_Template_Mgt,"What are the ids, names, and descriptions for all documents?","SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT Document_ID, Document_Name, Document_Description FROM Documents","SELECT Document_ID, Document_Name, Document_Description FROM Documents",1.0,Resultados idênticos (ordered=False).
301,cre_Doc_Template_Mgt,What is the document name and template id for document with description with the letter 'w' in it?,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT T1.Document_Name, T1.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Other_Details LIKE '%w%'","SELECT T1.Document_Name, T1.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Other_Details LIKE '%w%'",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=0 linhas."
302,cre_Doc_Template_Mgt,Return the names and template ids for documents that contain the letter w in their description.,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT T1.Document_Name, T1.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Name LIKE '%w%'","SELECT T1.Document_Name, T1.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Name LIKE '%w%'",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=6 linhas."
303,cre_Doc_Template_Mgt,"What is the document id, template id and description for document named ""Robbin CV""?","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT T1.Document_ID, T1.Template_ID, T1.Template_Details FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Name = 'Robbin CV'","SELECT T1.Document_ID, T1.Template_ID, T1.Template_Details FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Name = 'Robbin CV'",0.0,Falha ao executar a consulta gerada: no such column: T1.Template_Details
304,cre_Doc_Template_Mgt,"Return the document id, template id, and description for the document with the name Robbin CV.","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT T1.Document_ID, T1.Template_ID, T1.Document_Description FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Name = 'Robbin CV'","SELECT T1.Document_ID, T1.Template_ID, T1.Document_Description FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Name = 'Robbin CV'",1.0,Resultados idênticos (ordered=False).
305,cre_Doc_Template_Mgt,How many different templates do all document use?,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT Template_ID) FROM Templates,SELECT COUNT(DISTINCT Template_ID) FROM Templates,0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
306,cre_Doc_Template_Mgt,Count the number of different templates used for documents.,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT T.Template_ID) FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID,SELECT COUNT(DISTINCT T.Template_ID) FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID,1.0,Resultados idênticos (ordered=False).
307,cre_Doc_Template_Mgt,How many documents are using the template with type code 'PPT'?,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(D.Document_ID) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID WHERE T.Template_Type_Code = 'PPT',SELECT COUNT(D.Document_ID) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID WHERE T.Template_Type_Code = 'PPT',1.0,Resultados idênticos (ordered=False).
308,cre_Doc_Template_Mgt,Count the number of documents that use the PPT template type.,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(D.Document_ID) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID WHERE T.Template_Type_Code = 'P' AND T.Template_Type_Code = 'PPT',SELECT COUNT(D.Document_ID) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID WHERE T.Template_Type_Code = 'P' AND T.Template_Type_Code = 'PPT',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
309,cre_Doc_Template_Mgt,Show all template ids and number of documents using each template.,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT T.Template_ID, COUNT(D.Document_ID) FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID","SELECT T.Template_ID, COUNT(D.Document_ID) FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID",0.0,"Resultados divergentes (ordered=False). gold=12 linhas, pred=20 linhas."
310,cre_Doc_Template_Mgt,"What are all different template ids used for documents, and how many times were each of them used?","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT T.Template_ID, COUNT(D.Document_ID) FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID","SELECT T.Template_ID, COUNT(D.Document_ID) FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID",0.0,"Resultados divergentes (ordered=False). gold=12 linhas, pred=20 linhas."
311,cre_Doc_Template_Mgt,What is the id and type code for the template used by the most documents?,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT T.Template_ID, T.Template_Type_Code FROM Templates T WHERE T.Template_ID = (SELECT DT.Document_ID FROM Documents DT GROUP BY DT.Document_ID ORDER BY COUNT(DT.Template_ID) DESC LIMIT 1) GROUP BY T.Template_ID, T.Template_Type_Code","SELECT T.Template_ID, T.Template_Type_Code FROM Templates T WHERE T.Template_ID = (SELECT DT.Document_ID FROM Documents DT GROUP BY DT.Document_ID ORDER BY COUNT(DT.Template_ID) DESC LIMIT 1) GROUP BY T.Template_ID, T.Template_Type_Code",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
312,cre_Doc_Template_Mgt,Return the id and type code of the template that is used for the greatest number of documents.,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT T.Template_ID, T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID ORDER BY COUNT(D.Document_ID) DESC LIMIT 1","SELECT T.Template_ID, T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID ORDER BY COUNT(D.Document_ID) DESC LIMIT 1",1.0,Resultados idênticos (ordered=True).
313,cre_Doc_Template_Mgt,Show ids for all templates that are used by more than one document.,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,"SELECT T.Template_ID FROM Templates T 
JOIN Documents D ON T.Template_ID = D.Template_ID 
GROUP BY T.Template_ID 
HAVING COUNT(D.Document_ID) > 1","SELECT T.Template_ID FROM Templates T 
JOIN Documents D ON T.Template_ID = D.Template_ID 
GROUP BY T.Template_ID 
HAVING COUNT(D.Document_ID) > 1",1.0,Resultados idênticos (ordered=False).
314,cre_Doc_Template_Mgt,What are the template ids of any templates used in more than a single document?,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,"SELECT T.Template_ID FROM Templates T WHERE T.Template_ID IN (
    SELECT T.Template_ID FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID HAVING COUNT(D.Document_ID) > 1
)","SELECT T.Template_ID FROM Templates T WHERE T.Template_ID IN (
    SELECT T.Template_ID FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID HAVING COUNT(D.Document_ID) > 1
)",1.0,Resultados idênticos (ordered=False).
315,cre_Doc_Template_Mgt,Show ids for all templates not used by any document.,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT DISTINCT Template_ID FROM Documents),SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT DISTINCT Template_ID FROM Documents),1.0,Resultados idênticos (ordered=False).
316,cre_Doc_Template_Mgt,What are the ids for templates that are not used in any documents?,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT DISTINCT Template_ID FROM Documents),SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT DISTINCT Template_ID FROM Documents),1.0,Resultados idênticos (ordered=False).
317,cre_Doc_Template_Mgt,How many templates do we have?,SELECT count(*) FROM Templates,SELECT COUNT(DISTINCT Template_ID) FROM Templates,SELECT COUNT(DISTINCT Template_ID) FROM Templates,1.0,Resultados idênticos (ordered=False).
318,cre_Doc_Template_Mgt,Count the number of templates.,SELECT count(*) FROM Templates,SELECT COUNT(*) FROM Templates,SELECT COUNT(*) FROM Templates,1.0,Resultados idênticos (ordered=False).
319,cre_Doc_Template_Mgt,"Show template ids, version numbers, and template type codes for all templates.","SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates","SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates",1.0,Resultados idênticos (ordered=False).
320,cre_Doc_Template_Mgt,"What are the ids, version numbers, and type codes for each template?","SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT T.Template_ID, T.Version_Number, T.Template_Type_Code FROM Templates AS T","SELECT T.Template_ID, T.Version_Number, T.Template_Type_Code FROM Templates AS T",1.0,Resultados idênticos (ordered=False).
321,cre_Doc_Template_Mgt,Show all distinct template type codes for all templates.,SELECT DISTINCT template_type_code FROM Templates,SELECT DISTINCT Template_Type_Code FROM Templates,SELECT DISTINCT Template_Type_Code FROM Templates,1.0,Resultados idênticos (ordered=False).
322,cre_Doc_Template_Mgt,What are the different template type codes?,SELECT DISTINCT template_type_code FROM Templates,SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types,SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types,1.0,Resultados idênticos (ordered=False).
323,cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')",1.0,Resultados idênticos (ordered=False).
324,cre_Doc_Template_Mgt,Return the ids of templates that have the code PP or PPT.,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')",1.0,Resultados idênticos (ordered=False).
325,cre_Doc_Template_Mgt,How many templates have template type code CV?,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',1.0,Resultados idênticos (ordered=False).
326,cre_Doc_Template_Mgt,Count the number of templates of the type CV.,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',1.0,Resultados idênticos (ordered=False).
327,cre_Doc_Template_Mgt,What is the version number and template type code for the template with version number later than 5?,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5","SELECT T.Template_Type_Code, T.Version_Number FROM Templates AS T WHERE T.Version_Number > 5 AND T.Template_ID IN (SELECT T2.Template_ID FROM Templates AS T2 WHERE T2.Version_Number > 5)","SELECT T.Template_Type_Code, T.Version_Number FROM Templates AS T WHERE T.Version_Number > 5 AND T.Template_ID IN (SELECT T2.Template_ID FROM Templates AS T2 WHERE T2.Version_Number > 5)",0.0,"Resultados divergentes (ordered=False). gold=9 linhas, pred=9 linhas."
328,cre_Doc_Template_Mgt,Return the version numbers and template type codes of templates with a version number greater than 5.,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5","SELECT T.Template_Type_Code, T.Version_Number FROM Templates T WHERE T.Version_Number > 5","SELECT T.Template_Type_Code, T.Version_Number FROM Templates T WHERE T.Version_Number > 5",0.0,"Resultados divergentes (ordered=False). gold=9 linhas, pred=9 linhas."
329,cre_Doc_Template_Mgt,Show all template type codes and number of templates for each.,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT T.Template_Type_Code, COUNT(T.Template_ID) AS Template_Count 
FROM Ref_Template_Types T 
JOIN Templates S ON T.Template_Type_Code = S.Template_Type_Code 
GROUP BY T.Template_Type_Code","SELECT T.Template_Type_Code, COUNT(T.Template_ID) AS Template_Count 
FROM Ref_Template_Types T 
JOIN Templates S ON T.Template_Type_Code = S.Template_Type_Code 
GROUP BY T.Template_Type_Code",0.0,Falha ao executar a consulta gerada: no such column: T.Template_ID
330,cre_Doc_Template_Mgt,"What are the different template type codes, and how many templates correspond to each?","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT T.Template_Type_Code, COUNT(Template_ID) FROM Ref_Template_Types AS T JOIN Templates AS T2 ON T.Template_Type_Code = T2.Template_Type_Code GROUP BY T.Template_Type_Code","SELECT T.Template_Type_Code, COUNT(Template_ID) FROM Ref_Template_Types AS T JOIN Templates AS T2 ON T.Template_Type_Code = T2.Template_Type_Code GROUP BY T.Template_Type_Code",1.0,Resultados idênticos (ordered=False).
331,cre_Doc_Template_Mgt,Which template type code has most number of templates?,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
